path,label,score
Real_youtube/550/060.png,0.0,0.011517677
Real_youtube/550/019.png,0.0,0.39475423
Real_youtube/550/023.png,0.0,0.9872464
Real_youtube/550/067.png,0.0,0.011964879
Real_youtube/550/024.png,0.0,0.9896109
Real_youtube/550/073.png,0.0,0.008923989
Real_youtube/550/072.png,0.0,0.00862172
Real_youtube/550/098.png,0.0,0.9895443
Real_youtube/550/006.png,0.0,0.77090496
Real_youtube/550/080.png,0.0,0.9900478
Real_youtube/550/055.png,0.0,0.00957011
Real_youtube/550/064.png,0.0,0.007427905
Real_youtube/550/025.png,0.0,0.9881791
Real_youtube/550/013.png,0.0,0.9937436
Real_youtube/550/063.png,0.0,0.009871719
Real_youtube/550/053.png,0.0,0.034264896
Real_youtube/550/061.png,0.0,0.0069045834
Real_youtube/550/021.png,0.0,0.9340422
Real_youtube/550/076.png,0.0,0.008734751
Real_youtube/550/052.png,0.0,0.015659893
Real_youtube/550/085.png,0.0,0.9895443
Real_youtube/550/028.png,0.0,0.9770181
Real_youtube/550/004.png,0.0,0.9939831
Real_youtube/550/012.png,0.0,0.9944377
Real_youtube/550/033.png,0.0,0.10227449
Real_youtube/550/059.png,0.0,0.012484096
Real_youtube/550/050.png,0.0,0.013189477
Real_youtube/550/026.png,0.0,0.9718873
Real_youtube/550/042.png,0.0,0.47619027
Real_youtube/550/027.png,0.0,0.97760653
Real_youtube/550/015.png,0.0,0.99138325
Real_youtube/550/097.png,0.0,0.9895443
Real_youtube/550/051.png,0.0,0.012814958
Real_youtube/550/043.png,0.0,0.15465976
Real_youtube/550/089.png,0.0,0.9895443
Real_youtube/550/048.png,0.0,0.013604683
Real_youtube/550/031.png,0.0,0.9335487
Real_youtube/550/008.png,0.0,0.96021265
Real_youtube/550/009.png,0.0,0.9657087
Real_youtube/550/011.png,0.0,0.99276686
Real_youtube/550/100.png,0.0,0.9895443
Real_youtube/550/062.png,0.0,0.0087945005
Real_youtube/550/081.png,0.0,0.9892001
Real_youtube/550/018.png,0.0,0.96251523
Real_youtube/550/029.png,0.0,0.98576665
Real_youtube/550/068.png,0.0,0.010286496
Real_youtube/550/069.png,0.0,0.009672865
Real_youtube/550/054.png,0.0,0.013519639
Real_youtube/550/007.png,0.0,0.976549
Real_youtube/550/078.png,0.0,0.008870923
Real_youtube/550/099.png,0.0,0.9895443
Real_youtube/550/045.png,0.0,0.12584236
Real_youtube/550/003.png,0.0,0.992949
Real_youtube/550/039.png,0.0,0.5518326
Real_youtube/550/095.png,0.0,0.9895443
Real_youtube/550/058.png,0.0,0.025692118
Real_youtube/550/040.png,0.0,0.15184687
Real_youtube/550/079.png,0.0,0.9894043
Real_youtube/550/086.png,0.0,0.9895443
Real_youtube/550/010.png,0.0,0.99195534
Real_youtube/550/092.png,0.0,0.9895443
Real_youtube/550/002.png,0.0,0.9935138
Real_youtube/550/047.png,0.0,0.017184969
Real_youtube/550/001.png,0.0,0.99477404
Real_youtube/550/032.png,0.0,0.2047804
Real_youtube/550/075.png,0.0,0.008870923
Real_youtube/550/077.png,0.0,0.008830666
Real_youtube/550/094.png,0.0,0.9895443
Real_youtube/550/000.png,0.0,0.9898432
Real_youtube/550/087.png,0.0,0.9895443
Real_youtube/550/037.png,0.0,0.019000202
Real_youtube/550/088.png,0.0,0.9895443
Real_youtube/550/030.png,0.0,0.98042136
Real_youtube/550/084.png,0.0,0.9895443
Real_youtube/550/070.png,0.0,0.009597859
Real_youtube/550/090.png,0.0,0.9895443
Real_youtube/550/022.png,0.0,0.9523323
Real_youtube/550/074.png,0.0,0.00879963
Real_youtube/550/014.png,0.0,0.99160063
Real_youtube/550/071.png,0.0,0.008717773
Real_youtube/550/046.png,0.0,0.2476705
Real_youtube/550/066.png,0.0,0.012452795
Real_youtube/550/035.png,0.0,0.31760013
Real_youtube/550/036.png,0.0,0.031159762
Real_youtube/550/038.png,0.0,0.5879328
Real_youtube/550/049.png,0.0,0.008886562
Real_youtube/550/057.png,0.0,0.027369792
Real_youtube/550/034.png,0.0,0.38353166
Real_youtube/550/005.png,0.0,0.967077
Real_youtube/550/020.png,0.0,0.9469385
Real_youtube/550/044.png,0.0,0.22493893
Real_youtube/550/056.png,0.0,0.018625224
Real_youtube/550/096.png,0.0,0.9895443
Real_youtube/550/065.png,0.0,0.0127198035
Real_youtube/550/041.png,0.0,0.20068552
Real_youtube/550/093.png,0.0,0.9895443
Real_youtube/550/083.png,0.0,0.9895443
Real_youtube/550/091.png,0.0,0.9895443
Real_youtube/550/082.png,0.0,0.98954993
Real_youtube/550/017.png,0.0,0.86634237
Real_youtube/550/016.png,0.0,0.9909888
Real_youtube/446/060.png,0.0,0.9722775
Real_youtube/446/019.png,0.0,0.30911702
Real_youtube/446/023.png,0.0,0.06834262
Real_youtube/446/067.png,0.0,0.9926555
Real_youtube/446/024.png,0.0,0.1072267
Real_youtube/446/073.png,0.0,0.98841536
Real_youtube/446/072.png,0.0,0.9869589
Real_youtube/446/098.png,0.0,0.5641169
Real_youtube/446/006.png,0.0,0.24881995
Real_youtube/446/080.png,0.0,0.9617997
Real_youtube/446/055.png,0.0,0.99549854
Real_youtube/446/064.png,0.0,0.99384046
